Animal ID,Length(cm),Developmental Stage,Sex,Vertebra,Region,Orientation,Spinous Process Length (mm),Right Transverse Process Length (mm),Left Transverse Process Length (mm),Average Transverse Process Length (mm),Sample #,Yield Strain,Yield Strength,Stiffness,Toughness
MNW16016,310,adult,M,Ca8,Ca2,ML,31.28,126.62,123.62,125.12,2,0.12189,14.17526,192.53389,0.863911221
MNW16016,310,adult,M,Ca8,Ca2,ML,31.28,126.62,123.62,125.12,3,0.11466,10.44588,167.7546,0.5988623
MNW16016,310,adult,M,Ca8,Ca2,ML,31.28,126.62,123.62,125.12,4,0.09453,10.39829,199.77022,0.491475177
MNW16016,310,adult,M,Ca8,Ca2,ML,31.28,126.62,123.62,125.12,5,0.09848,12.21952,230.02125,0.601689165
MSE16016,308,adult,M,T10,T,ML,51.7,73.11,76.86,74.985,1,0.09583,18.19949,412.77288,0.872028563
MSE16016,308,adult,M,T10,T,ML,51.7,73.11,76.86,74.985,2,0.10995,19.04552,454.78005,1.047027462
MSE16016,308,adult,M,T10,T,ML,51.7,73.11,76.86,74.985,3,0.09792,23.5946,506.19406,1.155191616
MSE16016,308,adult,M,T10,T,ML,51.7,73.11,76.86,74.985,4,0.09433,22.44218,541.16708,1.05848542
MSE16016,308,adult,M,T10,T,ML,51.7,73.11,76.86,74.985,5,0.13091,21.49898,331.10511,1.407215736
MSE16016,308,adult,M,L2,L,ML,52.23,167.22,164.9,166.06,1,0.12544,5.86959,125.74258,0.368140685
MSE16016,308,adult,M,L2,L,ML,52.23,167.22,164.9,166.06,2,0.11752,8.10231,120.77489,0.476091736
MSE16016,308,adult,M,L2,L,ML,52.23,167.22,164.9,166.06,3,0.15333,8.95251,131.07563,0.686344179
MSE16016,308,adult,M,L2,L,ML,52.23,167.22,164.9,166.06,4,0.12117,8.92262,113.1814,0.540576933
MSE16016,308,adult,M,L2,L,ML,52.23,167.22,164.9,166.06,5,0.09878,10.50977,166.14467,0.51907754
MSE16016,308,adult,M,Ca4,Ca1,ML,29.04,104.53,103.21,103.87,1,0.11652,9.76918,125.27432,0.569152427
MSE16016,308,adult,M,Ca4,Ca1,ML,29.04,104.53,103.21,103.87,2,0.1284,17.59436,226.6596,1.129557912
MSE16016,308,adult,M,Ca4,Ca1,ML,29.04,104.53,103.21,103.87,3,0.16653,8.40589,89.21926,0.699916431
MSE16016,308,adult,M,Ca4,Ca1,ML,29.04,104.53,103.21,103.87,4,0.12223,13.95381,173.15326,0.852787098
MSE16016,308,adult,M,Ca4,Ca1,ML,29.04,104.53,103.21,103.87,5,0.09729,13.60751,245.14558,0.661937324
MSE16016,308,adult,M,Ca8,Ca2,ML,13.99,87.19,85.43,86.31,1,0.11131,8.42711,158.13477,0.469010807
MSE16016,308,adult,M,Ca8,Ca2,ML,13.99,87.19,85.43,86.31,2,0.11865,8.81343,146.97957,0.522856735
MSE16016,308,adult,M,Ca8,Ca2,ML,13.99,87.19,85.43,86.31,3,0.09535,8.7396,151.52209,0.41666043
MSE16016,308,adult,M,Ca8,Ca2,ML,13.99,87.19,85.43,86.31,4,0.12325,6.84368,103.36074,0.42174178
MSE16016,308,adult,M,Ca8,Ca2,ML,13.99,87.19,85.43,86.31,5,0.11575,8.05976,118.21186,0.46645861
MSW16020,287,adult,M,T10,T,ML,62.32,35.97,35.68,35.825,1,0.14185,12.13216,185.87185,0.860473448
MSW16020,287,adult,M,T10,T,ML,62.32,35.97,35.68,35.825,2,0.13085,11.22432,150.64849,0.734351136
MSW16020,287,adult,M,T10,T,ML,62.32,35.97,35.68,35.825,3,0.18973,14.87713,178.72029,1.411318937
MSW16020,287,adult,M,T10,T,ML,62.32,35.97,35.68,35.825,4,0.10632,14.46093,248.28749,0.768743039
MSW16020,287,adult,M,T10,T,ML,62.32,35.97,35.68,35.825,5,0.09047,12.5011,200.58105,0.565487259
MSW16020,287,adult,M,L2,L,ML,65.37,143.5,140,141.75,1,0.12927,13.33333,186.32376,0.861799785
MSW16020,287,adult,M,L2,L,ML,65.37,143.5,140,141.75,2,0.13417,10.83187,127.41032,0.726655999
MSW16020,287,adult,M,L2,L,ML,65.37,143.5,140,141.75,3,0.11173,11.96506,166.50742,0.668428077
MSW16020,287,adult,M,L2,L,ML,65.37,143.5,140,141.75,4,0.12884,14.40029,194.0435,0.927666682
MSW16020,287,adult,M,L2,L,ML,65.37,143.5,140,141.75,5,0.10789,13.95685,244.77489,0.752902273
MSW16020,287,adult,M,Ca4,Ca1,ML,30.82,110.32,112.22,111.27,1,0.1154,13.31055,198.53185,0.768018735
MSW16020,287,adult,M,Ca4,Ca1,ML,30.82,110.32,112.22,111.27,2,0.13523,16.74466,202.8858,1.132190186
MSW16020,287,adult,M,Ca4,Ca1,ML,30.82,110.32,112.22,111.27,3,0.18155,14.6596,202.77572,1.33072519
MSW16020,287,adult,M,Ca4,Ca1,ML,30.82,110.32,112.22,111.27,4,,,205.16933,
MSW16020,287,adult,M,Ca4,Ca1,ML,30.82,110.32,112.22,111.27,5,0.17236,17.33326,167.32996,1.493780347
MSW16020,287,adult,M,Ca8,Ca2,ML,14.25,89.68,91.53,90.605,1,0.20363,9.98129,142.79867,1.016245041
MSW16020,287,adult,M,Ca8,Ca2,ML,14.25,89.68,91.53,90.605,2,0.18688,14.17602,190.01597,1.324607309
MSW16020,287,adult,M,Ca8,Ca2,ML,14.25,89.68,91.53,90.605,3,0.09417,9.76724,178.81058,0.459890495
MSW16020,287,adult,M,Ca8,Ca2,ML,14.25,89.68,91.53,90.605,4,0.11276,9.9247,157.68519,0.559554586
MSW16020,287,adult,M,Ca8,Ca2,ML,14.25,89.68,91.53,90.605,5,0.17677,7.89467,88.01579,0.697770408
MSW15072,308,adult,F,T10,T,ML,,,,,1,0.11778,12.36407,202.12386,0.728120082
MSW15072,308,adult,F,T10,T,ML,,,,,2,0.13332,11.15129,164.24521,0.743344991
MSW15072,308,adult,F,T10,T,ML,,,,,3,0.10547,8.81771,123.19948,0.465001937
MSW15072,308,adult,F,T10,T,ML,,,,,4,0.10124,10.58158,200.08084,0.53563958
MSW15072,308,adult,F,T10,T,ML,,,,,5,0.0972,12.80012,208.33173,0.622085832
MSW15072,308,adult,F,L2,L,ML,46.98,170,185,177.5,1,0.15684,13.27804,120.29723,1.041263897
MSW15072,308,adult,F,L2,L,ML,46.98,170,185,177.5,2,0.13801,14.53137,146.66443,1.002737187
MSW15072,308,adult,F,L2,L,ML,46.98,170,185,177.5,3,0.11297,11.13708,160.71934,0.629077964
MSW15072,308,adult,F,L2,L,ML,46.98,170,185,177.5,4,0.13407,13.81724,182.50875,0.926238683
MSW15072,308,adult,F,L2,L,ML,46.98,170,185,177.5,5,0.14624,10.00835,105.35006,0.731810552
MSW15072,308,adult,F,Ca4,Ca1,ML,23.65,135,143.5,139.25,1,0.15035,11.85247,143.28361,0.891009432
MSW15072,308,adult,F,Ca4,Ca1,ML,23.65,135,143.5,139.25,2,0.09676,9.41802,147.20393,0.455643808
MSW15072,308,adult,F,Ca4,Ca1,ML,23.65,135,143.5,139.25,3,0.12569,14.97442,220.3332,0.941067425
MSW15072,308,adult,F,Ca4,Ca1,ML,23.65,135,143.5,139.25,4,0.21548,7.77108,74.39918,0.837256159
MSW15072,308,adult,F,Ca4,Ca1,ML,23.65,135,143.5,139.25,5,0.11207,11.18323,196.2661,0.626652293
MSW15072,308,adult,F,Ca8,Ca2,ML,19.18,109.9,109.91,109.905,1,0.10127,6.92214,178.79443,0.350502559
MSW15072,308,adult,F,Ca8,Ca2,ML,19.18,109.9,109.91,109.905,2,0.08146,9.95125,221.75298,0.405314413
MSW15072,308,adult,F,Ca8,Ca2,ML,19.18,109.9,109.91,109.905,3,0.09518,19.93716,364.34551,0.948809444
MSW15072,308,adult,F,Ca8,Ca2,ML,19.18,109.9,109.91,109.905,4,0.09535,11.24906,208.23779,0.536298936
MSW15072,308,adult,F,Ca8,Ca2,ML,19.18,109.9,109.91,109.905,5,0.19076,7.45591,87.04405,0.711144696
